pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,ra,dec,FUVmag,e_FUVmag,NUVmag,e_NUVmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Bmag,e_Bmag,Vmag,e_Vmag,gpmag,e_gpmag,rpmag,e_rpmag,ipmag,e_ipmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,ymag,e_ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,tic_Bmag,tic_e_Bmag,tic_Vmag,tic_e_Vmag,gaiamag,e_gaiamag,gaia_Gmag,gaia_BPmag,gaia_RPmag,Tmag,e_Tmag
K2-206 b,K2-206,2549096011101118080,2549096011101118080,257392778,11.2564264,0.5931866,,,20.2807,0.0952,16.72,0.0142915,13.6979,0.00252886,12.8286,0.00105757,12.5797,0.00209702,13.3594,0.0101169,13.956999778747600,0.041999999433755900,13.100000381469700,0.04699999839067460,13.48900032043460,0.03200000151991840,12.781999588012700,0.04699999839067460,12.53600025177000,0.032999999821186100,13.182,,12.652,,12.487,,12.43,,12.4495,0.0061,11.439,0.026,10.991,0.027,10.918,0.021,10.845,0.022,10.899,0.021,11.021,0.232,8.674,,13.957,0.042,13.084,0.092,12.8274,0.00019,12.81484317779540,13.277338981628400,12.195393562316900,12.2619,0.0076
K2-217 b,K2-217,2556248536102683008,2556248536102683008,405333767,11.2983678,6.4815879,,,17.2665,0.0306,14.5392,0.00404668,12.9298,0.00165806,12.1878,0.00149265,11.9851,0.00157281,12.7755,0.00473305,12.812999725341800,0.03200000151991840,12.187000274658200,0.03099999949336050,12.451000213623000,0.035999998450279200,12.01099967956540,0.03099999949336050,11.901000022888200,0.014999999664723900,12.326,,12.01,,11.904,,11.875,,11.873,,11.009,0.022,10.747,0.03,10.679,0.02,10.641,0.023,10.675,0.021,10.754,0.131,8.015,,12.813,0.032,12.264,0.092,12.0279,0.00025,12.018278121948200,12.33718490600590,11.534469604492200,11.601,0.0069
K2-216 b,K2-216,2556231154370582400,2556231154370582400,418761354,11.4802354,6.3470302,,,20.7992,0.1398,,,,,,,,,,,13.562999725341800,0.024000000208616300,12.47599983215330,0.052000001072883600,13.015000343322800,0.032999999821186100,12.01099967956540,0.05000000074505810,11.690999984741200,0.009999999776482580,12.925,,12.128,,11.784,,11.585,,11.475,,10.394,0.023,9.856,0.032,9.721,0.018,9.65,0.021,9.744,0.019,9.731,0.083,7.809,,13.563,0.024,12.403,0.103,12.0576,0.000207,12.04857063293460,12.658249855041500,11.305691719055200,11.375,0.006
K2-207 b,K2-207,2549087623029238400,2549087623029238400,257571543,11.6996481,0.6406182,,,19.0525,0.0882,15.6392,0.00647743,15.7441,0.0140705,13.0255,0.00140447,12.9076,0.00259537,13.6117,0.00716225,13.906000137329100,0.0430000014603138,13.166000366210900,0.052000001072883600,13.486000061035200,0.028999999165535000,12.951000213623000,0.05400000140070920,12.75,0.01899999938905240,13.392,,12.968,,12.795,,12.722,,12.7013,0.0048,11.78,0.022,11.456,0.023,11.383,0.02,11.338,0.022,11.397,0.023,11.214,0.205,8.384,,13.906,0.043,13.175,0.092,12.9687,0.000347,12.955281257629400,13.334864616394000,12.415189743042000,12.4815,0.007
HD 5278 b,HD 5278,4617759514501503616,4617759514501503616,263003176,12.5467785,-83.7437671,19.0034,0.082,12.7197,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.949,0.027,6.673,0.031,6.605,0.027,6.553,0.069,6.548,0.022,6.575,0.015,6.511,0.048,8.459,0.025,7.94,0.03,7.80375,0.00027,7.815936088562010,8.074357986450200,7.388968467712400,7.4371,0.006
K2-385 b,K2-385,2552976943549668352,2552976943549668352,257429687,12.6140752,5.8712567,,,22.9481,0.4625,17.1057,0.0081053,15.0978,0.00333611,14.2801,0.00346211,13.9889,0.00379382,13.847,0.00417045,15.574999809265100,0.03700000047683720,14.645000457763700,0.10100000351667400,15.088000297546400,0.014000000432133700,14.336999893188500,0.125,14.008000373840300,0.06599999964237210,14.9796,0.0047,14.2981,0.0033,14.0317,0.003,13.901,0.0026,13.8094,0.0047,12.816,0.024,12.276,0.027,12.237,0.027,12.178,0.023,12.23,0.024,11.551,0.215,8.794,,15.575,0.037,14.645,0.114,14.3355,0.000259,14.323551177978500,14.842103958129900,13.65009880065920,13.7196,0.0073
K2-220 b,K2-220,2581918597853527424,2581918597853527424,266012991,12.7700071,9.5167694,,,17.8053,0.0313,14.8923,0.00682686,15.0065,0.00937845,14.5512,0.00988415,11.511,0.00105959,13.86,0.0222812,12.611000061035200,0.04800000041723250,11.911999702453600,0.02199999988079070,12.218999862670900,0.0560000017285347,11.725000381469700,0.03500000014901160,11.574999809265100,0.05000000074505810,12.328,,11.85,,11.654,,11.564,,11.527,,10.582,0.027,10.23,0.022,10.161,0.021,10.118,0.022,10.158,0.02,10.125,0.066,9.091,,12.611,0.048,11.873,0.08,11.7214,0.000389,11.71433162689210,12.083514213562000,11.179699897766100,11.2429,0.0061
K2-203 b,K2-203,2535901287452166400,2535901287452166400,333605244,12.7736909,-1.1958844,21.56,0.3891,19.2443,0.0895,15.6852,0.00745004,13.0329,0.00125866,12.149,0.00108162,11.9231,0.000817662,12.0061,0.00302307,,,,,,,,,,,12.779,,12.161,,11.935,,11.831,,11.762,,10.773,0.024,10.281,0.026,10.206,0.023,10.145,0.023,10.217,0.02,10.1,0.083,8.659,,13.262,0.04,12.391,0.069,12.1219,0.000271,12.11319351196290,12.584622383117700,11.48184585571290,11.5474,0.006
K2-218 b,K2-218,2556472119215785728,2556472119215785728,266014458,12.809613,6.8464327,,,18.7339,0.0497,14.9049,0.00392769,13.5754,0.00286935,12.7844,0.00350877,12.6577,0.00365514,12.8027,0.00379098,13.581000328064000,0.04800000041723250,12.86299991607670,0.0430000014603138,13.1850004196167,0.03099999949336050,12.645000457763700,0.03500000014901160,12.545999526977500,0.08500000089406970,13.154,,12.748,,12.583,,12.505,,12.4655,0.0061,11.563,0.026,11.267,0.026,11.206,0.024,11.088,0.022,11.14,0.02,11.063,0.145,8.923,,13.581,0.048,12.92,0.114,12.7137,0.000266,12.701536178588900,13.064410209655800,12.17519760131840,12.2418,0.0072
TOI-4638.01,TOI-4638,2775311010868306048,2775311010868306048,58824746,12.8206627,12.7879858,,,,,14.4447,0.00791104,15.1939,0.0116207,14.6637,0.0115353,15.0995,0.0133359,13.3852,0.0134239,12.08899974823000,0.03400000184774400,11.378999710083000,0.017999999225139600,11.713000297546400,0.05400000140070920,11.180999755859400,0.00800000037997961,11.013999938964800,0.017000000923872000,11.7013,0.1952,11.3022,0.1622,10.8159,0.1366,11.5359,0.0026,11.63,0.0716,10.103,0.022,9.771,0.022,9.696,0.018,9.65,0.022,9.699,0.02,9.719,0.05,8.531,,12.063,0.391,11.657,0.028,11.2097,0.000677,11.208169937133800,11.565230369567900,10.68636703491210,10.7434,0.0061
TOI-3980 b,TOI-3980,426758571995216768,426758571995216768,312548829,12.8419374,59.5758606,,,,,,,,,,,,,,,13.555999755859400,0.10499999672174500,12.557999610900900,0.024000000208616300,13.069000244140600,0.10300000011920900,12.317000389099100,0.028999999165535000,12.10099983215330,0.03999999910593030,12.803,,12.369,,12.182,,12.09,,12.0408,0.0063,11.133,0.018,10.818,0.02,10.741,0.023,10.663,0.023,10.714,0.021,10.295,0.097,8.513,,13.556,0.105,12.549,0.046,12.3751,0.000161,12.364173889160200,12.765462875366200,11.797296524047900,11.863,0.006
K2-219 b,K2-219,2581741400387500544,2581741400387500544,266014079,12.8452963,8.8675474,,,17.748,0.039,14.7686,0.00570087,12.6856,0.00104456,11.9375,0.00103294,11.7894,0.000893405,13.2774,0.00743797,12.770000457763700,0.03999999910593030,12.074999809265100,0.010999999940395400,12.378999710083000,0.03999999910593030,11.892999649047900,0.013000000268220900,11.767999649047900,0.052000001072883600,12.5,,12.05,,11.876,,11.8,,11.772,,10.849,0.024,10.509,0.022,10.424,0.021,10.364,0.023,10.414,0.021,10.337,0.08,8.989,,12.837,0.479,12.09,0.034,11.911,0.000221,11.901294708252000,12.262027740478500,11.37746524810790,11.4427,0.0072
K2-219 c,K2-219,2581741400387500544,2581741400387500544,266014079,12.8452963,8.8675474,,,17.748,0.039,14.7686,0.00570087,12.6856,0.00104456,11.9375,0.00103294,11.7894,0.000893405,13.2774,0.00743797,12.770000457763700,0.03999999910593030,12.074999809265100,0.010999999940395400,12.378999710083000,0.03999999910593030,11.892999649047900,0.013000000268220900,11.767999649047900,0.052000001072883600,12.5,,12.05,,11.876,,11.8,,11.772,,10.849,0.024,10.509,0.022,10.424,0.021,10.364,0.023,10.414,0.021,10.337,0.08,8.989,,12.837,0.479,12.09,0.034,11.911,0.000221,11.901294708252000,12.262027740478500,11.37746524810790,11.4427,0.0072
K2-219 d,K2-219,2581741400387500544,2581741400387500544,266014079,12.8452963,8.8675474,,,17.748,0.039,14.7686,0.00570087,12.6856,0.00104456,11.9375,0.00103294,11.7894,0.000893405,13.2774,0.00743797,12.770000457763700,0.03999999910593030,12.074999809265100,0.010999999940395400,12.378999710083000,0.03999999910593030,11.892999649047900,0.013000000268220900,11.767999649047900,0.052000001072883600,12.5,,12.05,,11.876,,11.8,,11.772,,10.849,0.024,10.509,0.022,10.424,0.021,10.364,0.023,10.414,0.021,10.337,0.08,8.989,,12.837,0.479,12.09,0.034,11.911,0.000221,11.901294708252000,12.262027740478500,11.37746524810790,11.4427,0.0072
TOI-5301 b,TOI-5301,2776823148594090752,2776823148594090752,58825110,12.9908008,13.0783712,,,,,15.134,0.0119925,12.0649,0.000731007,11.6264,0.000543346,11.5312,0.00111856,11.997,0.00353599,12.248000144958500,0.03099999949336050,11.690999984741200,0.017000000923872000,11.944999694824200,0.0560000017285347,11.567000389099100,0.006000000052154060,11.440999984741200,0.017000000923872000,12.251,,11.885,,11.656,,11.505,,11.534,,10.616,0.023,10.405,0.021,10.336,0.02,10.288,0.023,10.298,0.021,10.349,0.094,8.522,,12.037,0.402,11.738,0.069,11.5696,0.000586,11.5651273727417,11.842548370361300,11.124998092651400,11.1893,0.007
HAT-P-28 b,HAT-P-28,363702817083391232,363702817083391232,53728859,13.0009159,34.728402,,,19.4336,0.0797,15.1459,0.00443671,14.2734,0.00372151,13.1281,0.00308333,12.8267,0.0027988,12.8394,0.00386741,13.824999809265100,0.08399999886751180,13.081000328064000,0.035999998450279200,13.401000022888200,0.08299999684095380,12.833999633789100,0.03700000047683720,12.597999572753900,0.03799999877810480,13.3661,0.001,13.029,,12.762,,12.609,,12.505,0.0032,11.561,0.02,11.206,0.023,11.104,0.018,11.058,0.023,11.078,0.021,10.842,0.089,9.39,,13.825,0.084,13.098,0.114,12.8718,0.000233,12.860381126403800,13.274402618408200,12.262934684753400,12.3396,0.0082
EPIC 220674823 c,EPIC 220674823,2582617711154563968,2582617711154563968,266015990,13.0800239,10.7947051,,,18.3878,0.0328,14.7932,0.00577553,12.6287,0.00102958,12.0262,0.000951095,11.8122,0.00100926,12.9569,0.0066982,,,12.456999778747600,0.004999999888241290,,,,,,,12.17,,11.803,,11.673,,11.63,,11.619,,10.77,0.023,10.454,0.026,10.344,0.021,10.299,0.023,10.355,0.021,10.38,0.091,8.423,,12.576,0.443,12.101,0.031,11.9535,0.00022,11.943753242492700,12.331558227539100,11.393513679504400,11.4574,0.0078
EPIC 220674823 b,EPIC 220674823,2582617711154563968,2582617711154563968,266015990,13.0800239,10.7947051,,,18.3878,0.0328,14.7932,0.00577553,12.6287,0.00102958,12.0262,0.000951095,11.8122,0.00100926,12.9569,0.0066982,,,12.456999778747600,0.004999999888241290,,,,,,,12.17,,11.803,,11.673,,11.63,,11.619,,10.77,0.023,10.454,0.026,10.344,0.021,10.299,0.023,10.355,0.021,10.38,0.091,8.423,,12.576,0.443,12.101,0.031,11.9535,0.00022,11.943753242492700,12.331558227539100,11.393513679504400,11.4574,0.0078
K2-213 b,K2-213,2551651031310145024,2551651031310145024,257435562,13.1403998,3.5077702,,,17.7524,0.0391,15.1926,0.00892727,12.4921,0.000822168,12.0785,0.000911423,11.9452,0.000877853,13.5378,0.008309,12.873000144958500,0.027000000700354600,12.187000274658200,0.02199999988079070,12.475000381469700,0.00800000037997961,12.008999824523900,0.00800000037997961,11.862000465393100,0.06400000303983690,12.42,,12.062,,11.946,,11.918,,11.911,,11.034,0.026,10.729,0.022,10.656,0.021,10.622,0.023,10.681,0.02,10.764,0.139,8.545,,12.719,0.419,11.803,0.032,12.0409,0.000206,12.031023025512700,12.360676765441900,11.541358947753900,11.6049,0.0064
K2-283 b,K2-283,2581916673708201216,2581916673708201216,266017624,13.1943679,9.6929181,,,22.3871,0.4072,17.0887,0.0106863,15.2113,0.00488972,14.1868,0.00407873,13.051,0.00309314,13.7562,0.00513329,15.515999794006300,0.04699999839067460,14.444999694824200,0.026000000536441800,14.970000267028800,0.06599999964237210,14.093000411987300,0.03400000184774400,13.758999824523900,0.06300000101327900,14.8351,0.0025,14.0867,0.0043,13.8202,0.0033,13.6779,0.0012,13.595,0.0051,12.579,0.024,12.114,0.022,11.983,0.023,11.936,0.022,12.018,0.024,12.507,0.538,8.785,,15.516,0.047,14.364,0.092,14.1316,0.000312,14.119956970214800,14.666218757629400,13.425766944885300,13.4901,0.0082
K2-282 b,K2-282,2580848395082660992,2580848395082660992,266030192,13.4321524,7.9952914,,,20.9829,0.2324,16.5176,0.00965498,16.0253,0.00976583,13.8864,0.00176418,13.7799,0.00415488,14.1107,0.00795285,14.845000267028800,0.019999999552965200,14.012999534606900,0.024000000208616300,14.395999908447300,0.024000000208616300,13.751999855041500,0.032999999821186100,13.456000328064000,0.12700000405311600,14.3524,0.004,13.7763,0.0012,13.5713,0.0031,13.4804,0.0021,13.4279,0.0022,12.437,0.024,12.084,0.022,12.002,0.021,11.959,0.025,12.032,0.023,12.161,0.363,8.806,,14.845,0.02,14.21,0.114,13.8183,0.000278,13.807286262512200,14.251476287841800,13.199542045593300,13.2667,0.0076
EPIC 220554210 c,K2-282,2580848395082660992,2580848395082660992,266030192,13.4321524,7.9952914,,,20.9829,0.2324,16.5176,0.00965498,16.0253,0.00976583,13.8864,0.00176418,13.7799,0.00415488,14.1107,0.00795285,14.845000267028800,0.019999999552965200,14.012999534606900,0.024000000208616300,14.395999908447300,0.024000000208616300,13.751999855041500,0.032999999821186100,13.456000328064000,0.12700000405311600,14.3524,0.004,13.7763,0.0012,13.5713,0.0031,13.4804,0.0021,13.4279,0.0022,12.437,0.024,12.084,0.022,12.002,0.021,11.959,0.025,12.032,0.023,12.161,0.363,8.806,,14.845,0.02,14.21,0.114,13.8183,0.000278,13.807286262512200,14.251476287841800,13.199542045593300,13.2667,0.0076
TOI-1472 b,TOI-1472,402396521052843264,402396521052843264,306955329,14.1142611,48.6375168,,,,,,,,,,,,,,,12.51099967956540,0.13899999856948900,11.36299991607670,0.028999999165535000,11.944999694824200,0.10999999940395400,11.064000129699700,0.06700000166893010,10.788999557495100,0.035999998450279200,,,11.9721,,16.0105,0.0089,10.5117,0.001,10.785,0.001,9.794,0.021,9.384,0.023,9.277,0.021,9.224,0.023,9.302,0.021,9.226,0.03,8.839,0.338,12.206,0.174,11.302,0.014,11.1107,0.000968,11.113618850708000,11.571465492248500,10.498800277710000,10.5508,0.0061
TOI-1472 c,TOI-1472,402396521052843264,402396521052843264,306955329,14.1142611,48.6375168,,,,,,,,,,,,,,,12.51099967956540,0.13899999856948900,11.36299991607670,0.028999999165535000,11.944999694824200,0.10999999940395400,11.064000129699700,0.06700000166893010,10.788999557495100,0.035999998450279200,,,11.9721,,16.0105,0.0089,10.5117,0.001,10.785,0.001,9.794,0.021,9.384,0.023,9.277,0.021,9.224,0.023,9.302,0.021,9.226,0.03,8.839,0.338,12.206,0.174,11.302,0.014,11.1107,0.000968,11.113618850708000,11.571465492248500,10.498800277710000,10.5508,0.0061
K2-148 b,K2-148,2536443724641751808,2536443724641751808,423358488,14.5176494,-0.193258,,,22.293,0.4701,,,,,,,,,,,,,,,,,,,,,14.2298,0.0017,12.711,,12.409,,12.267,,12.1664,0.0057,11.082,0.024,10.457,0.027,10.292,0.025,10.214,0.024,10.257,0.022,10.163,0.08,8.435,,14.904,0.088,13.627,0.103,13.0599,0.00078,13.049330711364700,13.854928970336900,12.170202255249000,12.2481,0.0062
K2-148 d,K2-148,2536443724641751808,2536443724641751808,423358488,14.5176494,-0.193258,,,22.293,0.4701,,,,,,,,,,,,,,,,,,,,,14.2298,0.0017,12.711,,12.409,,12.267,,12.1664,0.0057,11.082,0.024,10.457,0.027,10.292,0.025,10.214,0.024,10.257,0.022,10.163,0.08,8.435,,14.904,0.088,13.627,0.103,13.0599,0.00078,13.049330711364700,13.854928970336900,12.170202255249000,12.2481,0.0062
K2-148 c,K2-148,2536443724641751808,2536443724641751808,423358488,14.5176494,-0.193258,,,22.293,0.4701,,,,,,,,,,,,,,,,,,,,,14.2298,0.0017,12.711,,12.409,,12.267,,12.1664,0.0057,11.082,0.024,10.457,0.027,10.292,0.025,10.214,0.024,10.257,0.022,10.163,0.08,8.435,,14.904,0.088,13.627,0.103,13.0599,0.00078,13.049330711364700,13.854928970336900,12.170202255249000,12.2481,0.0062
K2-209 b,K2-209,2537467988442521600,2537467988442521600,257436461,14.6903464,1.382807,,,18.9548,0.079,15.1943,0.00748755,11.9464,0.000646841,10.764,0.00046942,10.4604,0.000480616,10.9967,0.00221806,,,10.878999710083000,0.0430000014603138,,,10.689000129699700,0.09000000357627870,10.404999732971200,0.06400000303983690,,,11.2307,0.4363,10.1982,0.0985,9.9264,0.0008,,,9.263,0.024,8.774,0.038,8.613,0.023,8.555,0.022,8.612,0.021,8.553,0.027,8.172,0.279,12.081,0.039,11.061,0.039,10.7447,0.000298,10.745388984680200,11.2965726852417,10.046961784362800,10.1095,0.006
TOI-2420 b,TOI-2420,2356241774669130880,2356241774669130880,268532343,14.8268138,-19.7711643,,,16.9817,0.0264,,,,,,,,,,,12.13599967956540,0.028999999165535000,11.432999610900900,0.03400000184774400,11.751999855041500,0.00800000037997961,11.253000259399400,0.017000000923872000,11.092000007629400,0.00800000037997961,11.753,,11.335,,11.18,,11.119,,11.097,,10.182,0.023,9.843,0.025,9.8,0.025,9.727,0.023,9.766,0.019,9.708,0.044,8.808,,12.136,0.029,11.574,0.092,11.2863,0.000651,11.286980628967300,11.633740425109900,10.770004272460900,10.8285,0.007
K2-214 b,K2-214,2551946391916754176,2551946391916754176,344657681,14.8759777,4.2277722,,,17.1219,0.032,14.5997,0.00602341,12.1781,0.000953833,11.3536,0.000750146,11.2429,0.000825875,13.4246,0.0170979,12.364999771118200,0.041999999433755900,11.732000350952100,0.18299999833107000,12.017000198364300,0.04899999871850010,11.520999908447300,0.16300000250339500,11.423999786377000,0.13099999725818600,11.923,,11.564,,11.467,,11.453,,11.446,,10.576,0.023,10.217,0.021,10.223,0.023,10.163,0.024,10.216,0.02,10.168,0.069,8.51,,12.146,0.389,11.806,0.028,11.599,0.000412,11.59325122833250,11.919111251831100,11.103768348693800,11.1651,0.0083
HATS-68 b,HATS-68,4904279261014267648,4904279261014267648,322307342,15.006077,-58.9047242,,,17.0576,0.0204,,,,,,,,,,,12.812000274658200,0.02199999988079070,12.277000427246100,0.01600000075995920,12.493000030517600,0.014999999664723900,12.17300033569340,0.041999999433755900,12.083999633789100,0.04100000113248830,,,,,,,,,,,11.25,0.026,10.985,0.024,10.949,0.019,10.912,0.022,10.943,0.021,11.003,0.1,9.004,,12.812,0.022,12.312,0.046,12.1631,0.000186,12.155086517334000,12.433618545532200,11.718467712402300,11.7806,0.006
K2-205 b,K2-205,2536584771367726336,2536584771367726336,344661825,15.2175909,0.425966,,,17.1162,0.0302,15.9135,0.0149906,12.8164,0.00103368,12.2925,0.000638475,12.1508,0.00161567,14.7678,0.0291883,12.989999771118200,0.026000000536441800,12.383000373840300,0.028999999165535000,12.633999824523900,0.006000000052154060,12.222000122070300,0.03200000151991840,12.092000007629400,0.019999999552965200,12.63,,12.272,,12.156,,12.128,,12.0868,0.0055,11.235,0.026,10.933,0.022,10.879,0.021,10.862,0.022,10.908,0.021,10.821,0.119,8.54,,12.99,0.026,12.45,0.08,12.2509,0.000252,12.241288185119600,12.548897743225100,11.770684242248500,11.8374,0.0072
TOI-261.01,TOI-261,2345033662373296768,2345033662373296768,63898957,15.2181412,-24.4239934,20.966,0.24,14.2514,0.0058,,,,,,,,,,,10.119999885559100,0.03400000184774400,9.664999961853030,0.0,10.105999946594200,0.3240000009536740,9.45300006866455,0.0,9.480999946594240,0.0,,,14.3244,0.0198,9.5364,0.2092,,,9.0818,0.0214,8.507,0.029,8.272,0.049,8.182,0.053,8.159,0.024,8.197,0.02,8.178,0.021,8.042,0.203,10.12,0.034,9.56,0.03,9.42329,0.00019,9.431100845336910,9.707843780517580,8.985636711120610,9.03971,0.006
HATS-71 b,HATS-71,4710594412266148352,4710594412266148352,234523599,15.5518893,-61.7561333,,,,,,,,,,,,,,,,,,,17.104999542236300,0.041999999433755900,15.8100004196167,0.008999999612569810,14.574999809265100,0.03099999949336050,,,,,,,,,,,12.605,0.026,11.972,0.032,11.727,0.025,11.561,0.022,11.475,0.021,10.751,0.083,8.54,,17.217,0.18,16.437,1.133,15.3512,0.000468,15.32651138305660,16.71974754333500,14.167787551879900,14.1266,0.00733145
HD 6061 b,HD 6061,369669965470499456,369669965470499456,352413427,15.5981441,37.1854394,20.0905,0.1702,14.5427,0.0083,,,,,,,,,,,,,,,,,,,,,9.06,,8.744,,8.626,,8.581,,8.569,,7.711,0.03,7.458,0.036,7.392,0.018,7.33,0.034,7.384,0.02,7.387,0.017,7.359,0.1,9.421,0.031,8.844,0.002,8.69933,0.000448,8.709352493286130,9.000417709350590,8.247783660888670,8.297,0.006
TOI-3693 b,TOI-3693,404433018447476096,404433018447476096,240823272,15.6543938,51.3038918,,,,,,,,,,,,,,,12.939000129699700,0.06300000101327900,12.11400032043460,0.05000000074505810,12.487000465393100,0.03799999877810480,11.880999565124500,0.05700000002980230,11.63700008392330,0.03799999877810480,12.401,,11.885,,11.711,,11.644,,11.602,,10.657,0.022,10.246,0.023,10.151,0.02,10.132,0.023,10.178,0.02,10.141,0.049,8.938,,12.629,0.256,11.948,0.018,11.9579,0.000571,11.954739570617700,12.38631534576420,11.357172966003400,11.419,0.0062
TOI-6651 b,TOI-6651,363314964357100800,363314964355784192,174328045,15.7885904,35.3890405,,,15.7627,0.0175,,,,,,,,,,,10.843999862670900,0.012000000104308100,10.206999778747600,0.05000000074505810,10.567000389099100,0.05299999937415120,10.064000129699700,0.019999999552965200,,,10.489,,10.13,,9.989,,9.928,,9.911,,9.022,0.029,8.736,0.031,8.684,0.016,8.648,0.023,8.691,0.019,8.65,0.024,8.658,0.288,10.883,0.071,10.242,0.005,10.0418,0.000559,10.045083999633800,10.370162963867200,9.55781364440918,9.60892,0.0062
TOI-2046 b,TOI-2046,538759464958942208,538759464958942208,468574941,16.1849423,74.3313055,,,,,,,,,,,,,,,12.067000389099100,0.11400000005960500,11.505999565124500,0.06700000166893010,11.78600025177000,0.04500000178813930,11.394000053405800,0.04899999871850010,11.277000427246100,0.03799999877810480,11.774,,11.437,,11.328,,11.298,,11.295,,10.415,0.024,10.125,0.031,10.094,0.023,10.08,0.023,10.096,0.02,10.003,0.048,8.88,,12.265,0.252,11.552,0.018,11.4128,0.000457,11.408127784729000,11.718330383300800,10.933182716369600,10.996,0.0061
